customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01086,Female,1,Yes,Yes,31,Fiber optic,Month-to-month,Yes,Electronic check,94.06,2915.86,Yes
CUST-01087,Female,0,Yes,Yes,43,Fiber optic,Month-to-month,Yes,Electronic check,45.7,2000.66,Yes
CUST-01088,Female,0,Yes,No,2,DSL,One year,Yes,Mailed check,36.47,102.11,No
CUST-01089,Male,0,No,No,39,DSL,Month-to-month,Yes,Bank transfer,51.47,2070.8,Yes
CUST-01090,Female,0,Yes,Yes,41,DSL,Month-to-month,Yes,Electronic check,66.94,2789.04,Yes
CUST-01091,Male,0,No,No,20,Fiber optic,Two year,No,Electronic check,76.53,1595.6,Yes
CUST-01092,Female,0,Yes,No,3,No,One year,Yes,Electronic check,103.37,310.11,Yes
CUST-01093,Male,0,No,No,69,DSL,Month-to-month,No,Credit card,96.44,6654.36,Yes
CUST-01094,Male,0,Yes,No,51,DSL,Two year,Yes,Electronic check,86.97,4540.97,No
CUST-01095,Male,1,Yes,No,44,DSL,Month-to-month,Yes,Bank transfer,44.88,1974.72,Yes
CUST-01096,Female,0,Yes,Yes,55,Fiber optic,Month-to-month,Yes,Bank transfer,66.85,3676.75,No
CUST-01097,Female,1,Yes,Yes,48,Fiber optic,Month-to-month,No,Electronic check,52.21,2534.34,Yes
CUST-01098,Male,1,Yes,Yes,9,Fiber optic,Month-to-month,Yes,Bank transfer,41.96,458.89,Yes
CUST-01099,Male,1,Yes,No,32,No,Month-to-month,Yes,Mailed check,19.05,619.08,Yes
CUST-01100,Male,0,Yes,No,63,DSL,One year,Yes,Bank transfer,52.63,3365.66,No
CUST-01101,Male,0,No,No,20,Fiber optic,Month-to-month,No,Electronic check,44.12,882.4,Yes
CUST-01102,Female,0,No,Yes,69,Fiber optic,Two year,Yes,Bank transfer,76.33,5266.77,No
CUST-01103,Male,0,No,No,4,DSL,Two year,Yes,Credit card,24.35,97.4,No
CUST-01104,Male,0,Yes,No,23,No,One year,No,Electronic check,45.59,1087.59,No
CUST-01105,Male,0,No,Yes,25,DSL,One year,No,Bank transfer,22.57,564.25,No
CUST-01106,Male,0,No,No,44,Fiber optic,One year,Yes,Bank transfer,83.42,3670.48,Yes
CUST-01107,Female,0,No,No,12,Fiber optic,Two year,No,Electronic check,75.96,937.22,No
CUST-01108,Female,0,Yes,No,16,No,Month-to-month,No,Bank transfer,52.42,891.81,Yes
CUST-01109,Male,0,No,No,47,Fiber optic,Month-to-month,No,Bank transfer,33.03,1552.41,Yes
CUST-01110,Female,0,No,No,20,DSL,Month-to-month,Yes,Mailed check,115.71,2342.71,Yes
CUST-01111,Male,0,Yes,Yes,63,No,Month-to-month,No,Mailed check,77.61,4916.32,No
CUST-01112,Male,0,No,No,62,Fiber optic,Month-to-month,Yes,Bank transfer,87.27,5410.74,Yes
CUST-01113,Male,0,No,No,21,Fiber optic,One year,Yes,Bank transfer,72.2,1516.2,No
CUST-01114,Male,0,No,No,40,Fiber optic,Month-to-month,Yes,Credit card,100.27,4039.04,Yes
CUST-01115,Male,0,No,Yes,23,DSL,Two year,No,Electronic check,109.43,2547.54,No
CUST-01116,Female,0,No,No,24,Fiber optic,Month-to-month,No,Credit card,57.04,1413.66,Yes
CUST-01117,Female,0,No,Yes,48,No,Month-to-month,Yes,Electronic check,88.38,4257.84,No
CUST-01118,Female,1,No,Yes,21,DSL,Month-to-month,No,Bank transfer,41.45,870.45,No
CUST-01119,Male,1,Yes,No,10,Fiber optic,Month-to-month,Yes,Mailed check,84.49,879.42,Yes
CUST-01120,Male,0,No,Yes,18,No,Month-to-month,No,Electronic check,58.71,1056.78,Yes
CUST-01121,Male,0,No,Yes,66,Fiber optic,Month-to-month,No,Bank transfer,18.69,1233.54,No
CUST-01122,Male,0,No,No,18,No,Month-to-month,No,Bank transfer,115.46,2078.28,Yes
CUST-01123,Male,0,Yes,No,26,Fiber optic,Month-to-month,No,Bank transfer,106.58,2771.08,Yes
CUST-01124,Female,0,Yes,No,45,No,Month-to-month,No,Mailed check,47.67,2189.59,Yes
CUST-01125,Female,1,No,No,7,DSL,Month-to-month,No,Mailed check,119.77,838.39,Yes
CUST-01126,Female,0,No,Yes,19,Fiber optic,Month-to-month,No,Bank transfer,50.35,956.65,No
CUST-01127,Female,0,No,Yes,12,Fiber optic,Month-to-month,No,Electronic check,64.8,777.6,Yes
CUST-01128,Female,0,Yes,No,66,Fiber optic,Month-to-month,Yes,Credit card,104.83,6999.47,Yes
CUST-01129,Female,1,No,Yes,67,No,Month-to-month,No,Bank transfer,49.07,3340.4,Yes
CUST-01130,Male,0,No,Yes,54,Fiber optic,Month-to-month,Yes,Credit card,63.96,3453.84,Yes
CUST-01131,Female,0,Yes,Yes,17,Fiber optic,One year,No,Electronic check,85.89,1527.7,No
CUST-01132,Female,0,Yes,Yes,44,Fiber optic,Two year,No,Bank transfer,31.31,1445.11,No
CUST-01133,Female,0,Yes,Yes,47,Fiber optic,Two year,No,Bank transfer,61.08,2870.76,No
CUST-01134,Female,0,No,No,62,Fiber optic,Month-to-month,No,Credit card,49.56,3072.72,Yes
CUST-01135,Male,1,No,No,11,DSL,Month-to-month,No,Mailed check,87.03,957.33,Yes
CUST-01136,Female,0,No,No,53,Fiber optic,Month-to-month,No,Credit card,31.87,1745.23,Yes
CUST-01137,Male,0,No,Yes,13,No,One year,Yes,Electronic check,41.74,622.18,No
CUST-01138,Female,0,Yes,No,40,Fiber optic,One year,Yes,Credit card,90.56,3622.4,No
CUST-01139,Female,0,No,No,63,Fiber optic,Two year,No,Bank transfer,33.93,2225.19,No
CUST-01140,Female,1,Yes,No,4,Fiber optic,Two year,Yes,Credit card,61.05,244.2,No
CUST-01141,Male,0,Yes,Yes,10,Fiber optic,Month-to-month,No,Electronic check,90.71,907.1,Yes
CUST-01142,Female,0,Yes,No,58,DSL,One year,No,Mailed check,96.08,5572.64,No
CUST-01143,Female,0,No,Yes,1,Fiber optic,Two year,No,Bank transfer,27.68,85.3,Yes
CUST-01144,Male,0,No,No,49,Fiber optic,Month-to-month,No,Bank transfer,104.9,5205.02,Yes
CUST-01145,Male,1,No,No,36,DSL,Two year,Yes,Electronic check,91.85,3354.31,No
CUST-01146,Female,0,No,Yes,24,DSL,Month-to-month,Yes,Bank transfer,52.61,1262.64,No
CUST-01147,Female,0,Yes,Yes,62,Fiber optic,Two year,Yes,Mailed check,95.91,5989.55,No
CUST-01148,Female,1,No,Yes,61,Fiber optic,One year,No,Electronic check,92.29,5655.14,No
CUST-01149,Female,0,Yes,No,23,Fiber optic,Month-to-month,Yes,Bank transfer,79.29,1823.67,Yes
CUST-01150,Male,0,No,Yes,0,DSL,One year,No,Bank transfer,74.97,0.0,No
CUST-01151,Female,0,No,No,9,Fiber optic,Month-to-month,Yes,Electronic check,92.94,888.36,No
CUST-01152,Male,0,No,No,7,Fiber optic,One year,Yes,Credit card,119.92,839.44,Yes
CUST-01153,Female,0,Yes,No,70,Fiber optic,One year,No,Bank transfer,77.01,5390.7,No
CUST-01154,Male,0,No,Yes,42,Fiber optic,One year,Yes,Mailed check,100.49,4220.58,No
CUST-01155,Female,0,No,Yes,48,DSL,Two year,Yes,Credit card,93.92,4526.36,No
CUST-01156,Male,0,Yes,No,16,No,Month-to-month,Yes,Credit card,105.29,1684.64,No
CUST-01157,Female,0,No,Yes,61,DSL,Month-to-month,Yes,Credit card,115.36,7036.96,Yes
CUST-01158,Male,0,No,Yes,52,Fiber optic,Month-to-month,No,Credit card,37.69,2054.16,Yes
CUST-01159,Male,0,Yes,No,54,DSL,Month-to-month,No,Electronic check,34.88,1933.73,No
CUST-01160,Female,0,Yes,Yes,33,Fiber optic,Month-to-month,No,Electronic check,77.81,2567.73,No
CUST-01161,Male,0,Yes,Yes,50,DSL,Month-to-month,Yes,Electronic check,63.83,3191.5,Yes
CUST-01162,Female,0,No,No,39,No,Month-to-month,No,Credit card,76.21,2990.16,Yes
CUST-01163,Female,0,No,No,27,Fiber optic,Month-to-month,Yes,Mailed check,99.4,2683.8,No
CUST-01164,Female,0,No,Yes,42,Fiber optic,Two year,Yes,Mailed check,113.03,4763.39,No
CUST-01165,Male,0,No,No,23,DSL,Month-to-month,No,Credit card,60.58,1393.34,Yes
CUST-01166,Male,0,No,No,68,DSL,Two year,No,Electronic check,91.23,6203.64,No
CUST-01167,Male,0,No,No,51,Fiber optic,Month-to-month,No,Mailed check,38.07,1941.57,No
CUST-01168,Female,0,Yes,No,53,Fiber optic,Month-to-month,Yes,Mailed check,72.52,3843.56,Yes
CUST-01169,Female,0,No,No,51,Fiber optic,Month-to-month,No,Mailed check,20.22,1113.51,Yes
CUST-01170,Female,0,Yes,Yes,32,No,Month-to-month,Yes,Bank transfer,69.38,2223.12,Yes
CUST-01171,Female,0,No,No,68,Fiber optic,Month-to-month,No,Bank transfer,73.62,5016.53,No
CUST-01172,Male,0,Yes,No,14,No,Month-to-month,No,Mailed check,93.02,1302.28,Yes
CUST-01173,Male,0,No,Yes,40,DSL,Month-to-month,No,Electronic check,84.25,3370.0,Yes
CUST-01174,Male,0,No,Yes,4,Fiber optic,Month-to-month,Yes,Bank transfer,54.56,241.3,No
CUST-01175,Male,0,No,No,21,Fiber optic,One year,Yes,Bank transfer,18.58,399.89,Yes
CUST-01176,Male,0,Yes,No,41,Fiber optic,Month-to-month,No,Bank transfer,29.78,1220.98,Yes
CUST-01177,Male,0,No,No,35,No,Two year,No,Mailed check,117.25,4114.11,No
CUST-01178,Male,1,No,No,67,Fiber optic,Month-to-month,No,Credit card,112.08,7527.69,Yes
CUST-01179,Male,0,Yes,Yes,44,No,Two year,No,Bank transfer,51.16,2315.23,No
CUST-01180,Female,0,No,Yes,29,Fiber optic,One year,Yes,Credit card,44.4,1287.6,Yes
CUST-01181,Female,0,Yes,No,30,DSL,Two year,No,Bank transfer,62.51,1875.3,Yes
CUST-01182,Female,0,Yes,No,44,Fiber optic,Two year,No,Mailed check,88.37,3888.28,No
CUST-01183,Male,0,No,Yes,56,Fiber optic,Month-to-month,Yes,Mailed check,54.4,3046.4,Yes
CUST-01184,Male,0,No,No,19,No,Month-to-month,No,Bank transfer,24.86,509.18,Yes
CUST-01185,Male,0,Yes,Yes,42,No,Month-to-month,Yes,Bank transfer,59.09,2481.78,Yes
CUST-01186,Male,0,No,Yes,41,DSL,Two year,No,Bank transfer,44.58,1827.78,No
CUST-01187,Female,0,No,No,0,DSL,One year,Yes,Bank transfer,51.14,71.29,No
CUST-01188,Female,0,No,Yes,65,DSL,Month-to-month,No,Mailed check,34.62,2250.66,Yes
CUST-01189,Male,0,No,No,41,Fiber optic,Two year,No,Electronic check,85.2,3538.02,No
CUST-01190,Male,0,No,No,17,DSL,Month-to-month,No,Mailed check,71.72,1219.24,Yes
CUST-01191,Male,0,Yes,Yes,45,Fiber optic,One year,No,Credit card,45.63,2053.35,No
CUST-01192,Male,0,Yes,Yes,48,Fiber optic,One year,No,Bank transfer,74.49,3647.38,No
CUST-01193,Female,1,Yes,No,65,No,Month-to-month,Yes,Credit card,68.26,4441.96,Yes
CUST-01194,Female,0,No,Yes,2,DSL,One year,No,Bank transfer,99.19,203.54,No
CUST-01195,Female,0,No,Yes,29,Fiber optic,Two year,No,Credit card,115.51,3349.79,No
CUST-01196,Female,0,No,Yes,12,DSL,Month-to-month,No,Electronic check,31.33,381.0,Yes
CUST-01197,Female,0,Yes,Yes,41,No,Month-to-month,No,Bank transfer,108.16,4434.56,Yes
CUST-01198,Female,0,No,Yes,36,DSL,Month-to-month,No,Electronic check,89.89,3295.38,No
CUST-01199,Female,0,No,Yes,34,DSL,One year,No,Electronic check,88.64,3150.15,No
CUST-01200,Female,0,No,Yes,70,DSL,Month-to-month,Yes,Electronic check,56.18,3956.8,No
CUST-01201,Male,0,No,No,38,No,Two year,Yes,Mailed check,53.08,2017.04,No
CUST-01202,Female,0,Yes,No,29,DSL,Two year,Yes,Electronic check,18.58,538.82,No
CUST-01203,Female,0,Yes,Yes,4,Fiber optic,Month-to-month,No,Mailed check,118.18,472.72,Yes
CUST-01204,Female,0,No,Yes,20,Fiber optic,Month-to-month,No,Electronic check,79.86,1674.94,Yes
CUST-01205,Female,0,No,Yes,64,Fiber optic,One year,No,Electronic check,59.04,3778.56,No
CUST-01206,Female,0,No,Yes,32,DSL,One year,Yes,Mailed check,73.46,2350.72,No
CUST-01207,Female,0,No,No,65,DSL,Month-to-month,No,Mailed check,22.13,1471.22,No
CUST-01208,Male,0,No,Yes,38,Fiber optic,Month-to-month,Yes,Mailed check,35.71,1431.09,Yes
CUST-01209,Female,0,Yes,Yes,39,DSL,Month-to-month,No,Mailed check,81.58,3181.62,Yes
CUST-01210,Female,0,No,Yes,30,Fiber optic,Two year,Yes,Mailed check,70.45,2113.5,Yes
CUST-01211,Female,0,Yes,Yes,40,Fiber optic,Month-to-month,No,Electronic check,98.28,3934.78,Yes
CUST-01212,Male,0,Yes,Yes,4,Fiber optic,Two year,Yes,Mailed check,85.19,340.76,No
CUST-01213,Female,0,Yes,Yes,4,DSL,Month-to-month,Yes,Credit card,79.35,317.4,Yes
CUST-01214,Male,0,No,Yes,34,Fiber optic,Two year,Yes,Electronic check,101.16,3460.03,No
CUST-01215,Male,0,No,No,43,DSL,Month-to-month,No,Electronic check,24.96,1082.54,Yes
CUST-01216,Female,0,No,No,39,Fiber optic,Month-to-month,Yes,Credit card,88.47,3556.91,Yes
CUST-01217,Female,0,Yes,No,30,DSL,Two year,Yes,Bank transfer,90.99,2751.64,No
CUST-01218,Female,0,No,No,21,No,Two year,Yes,Mailed check,46.07,1025.03,No
CUST-01219,Male,0,Yes,No,51,Fiber optic,Month-to-month,No,Credit card,37.96,1935.96,Yes
CUST-01220,Female,0,Yes,No,43,DSL,Month-to-month,Yes,Mailed check,39.81,1738.09,No
CUST-01221,Female,0,Yes,Yes,3,DSL,Month-to-month,No,Bank transfer,38.21,114.63,Yes
CUST-01222,Female,0,No,No,32,DSL,Month-to-month,No,Bank transfer,71.43,2305.53,No
CUST-01223,Female,1,Yes,Yes,51,DSL,Month-to-month,No,Electronic check,31.83,1657.76,Yes
CUST-01224,Male,0,Yes,No,56,DSL,Two year,Yes,Credit card,85.25,4776.49,No
CUST-01225,Female,0,Yes,No,20,No,Month-to-month,No,Bank transfer,28.72,694.77,Yes
CUST-01226,Male,0,No,Yes,66,Fiber optic,One year,No,Electronic check,20.74,1440.24,No
CUST-01227,Female,0,No,Yes,46,DSL,Month-to-month,Yes,Credit card,50.57,2385.08,No
CUST-01228,Male,0,Yes,Yes,31,Fiber optic,Month-to-month,No,Bank transfer,37.57,1202.88,Yes
CUST-01229,Male,0,Yes,Yes,45,DSL,One year,Yes,Credit card,118.84,5435.97,No
CUST-01230,Female,0,Yes,Yes,62,No,Month-to-month,No,Credit card,48.91,3032.42,No
CUST-01231,Female,0,No,Yes,16,DSL,One year,No,Mailed check,40.65,718.91,No
CUST-01232,Female,0,Yes,No,10,Fiber optic,Month-to-month,No,Credit card,38.07,380.7,No
CUST-01233,Female,0,Yes,Yes,31,Fiber optic,Two year,Yes,Electronic check,56.13,1740.03,No
CUST-01234,Female,1,Yes,No,6,DSL,One year,Yes,Mailed check,79.8,506.87,No
CUST-01235,Male,0,Yes,Yes,60,DSL,Two year,Yes,Bank transfer,97.76,5927.26,No
CUST-01236,Male,0,Yes,No,69,Fiber optic,Month-to-month,No,Bank transfer,55.19,3808.11,Yes
CUST-01237,Male,0,Yes,No,43,No,Month-to-month,No,Electronic check,81.85,3519.55,Yes
CUST-01238,Male,0,Yes,Yes,70,Fiber optic,Month-to-month,No,Electronic check,67.17,4706.78,Yes
CUST-01239,Male,0,No,Yes,4,Fiber optic,Month-to-month,Yes,Credit card,104.34,417.36,Yes
CUST-01240,Female,0,Yes,No,45,Fiber optic,Month-to-month,Yes,Credit card,76.04,3464.5,Yes
CUST-01241,Female,0,No,No,31,No,Month-to-month,Yes,Bank transfer,47.57,1646.47,No
CUST-01242,Female,0,Yes,Yes,19,Fiber optic,Month-to-month,No,Bank transfer,89.77,1726.6,Yes
CUST-01243,Male,0,Yes,Yes,22,Fiber optic,Month-to-month,Yes,Credit card,101.65,2236.3,Yes
CUST-01244,Female,0,Yes,No,39,Fiber optic,Month-to-month,No,Electronic check,65.47,2553.33,Yes
CUST-01245,Female,0,No,No,46,DSL,Month-to-month,No,Credit card,118.69,5459.74,Yes
CUST-01246,Female,1,No,Yes,11,No,Month-to-month,Yes,Electronic check,107.67,1184.37,Yes
CUST-01247,Male,0,Yes,No,44,DSL,One year,Yes,Bank transfer,38.09,1699.34,No
CUST-01248,Male,1,No,No,66,DSL,Month-to-month,No,Mailed check,98.25,6507.1,Yes
CUST-01249,Female,1,No,No,0,No,Month-to-month,No,Credit card,79.3,0.0,Yes
CUST-01250,Male,0,Yes,Yes,63,DSL,Month-to-month,Yes,Electronic check,72.55,4669.9,No
CUST-01251,Male,0,No,Yes,43,DSL,One year,No,Bank transfer,70.42,3028.06,No
CUST-01252,Male,0,Yes,No,24,DSL,Month-to-month,Yes,Electronic check,105.05,2521.2,Yes
CUST-01253,Female,0,Yes,No,52,Fiber optic,One year,Yes,Electronic check,80.31,4208.08,No
CUST-01254,Female,0,No,No,44,No,Two year,No,Mailed check,72.85,3250.0,No
CUST-01255,Male,0,Yes,Yes,55,DSL,Month-to-month,Yes,Credit card,22.98,1327.78,No
CUST-01256,Male,0,Yes,No,5,DSL,Two year,Yes,Mailed check,63.73,340.07,Yes
CUST-01257,Female,1,Yes,No,4,Fiber optic,One year,Yes,Bank transfer,110.62,495.03,No
CUST-01258,Female,0,No,No,46,No,Month-to-month,No,Bank transfer,90.6,4167.6,No
CUST-01259,Female,1,No,No,21,DSL,Month-to-month,No,Credit card,23.2,533.1,Yes
CUST-01260,Male,0,Yes,Yes,17,No,One year,No,Mailed check,108.17,1884.13,Yes
CUST-01261,Female,0,Yes,No,30,No,Two year,Yes,Electronic check,102.32,3145.24,No
CUST-01262,Male,0,Yes,Yes,52,DSL,Month-to-month,Yes,Credit card,73.76,3835.52,Yes
CUST-01263,Female,1,No,No,12,No,Month-to-month,Yes,Mailed check,20.29,243.48,Yes
CUST-01264,Male,1,No,No,70,Fiber optic,One year,Yes,Electronic check,75.37,5317.06,No
CUST-01265,Male,1,Yes,No,30,Fiber optic,Month-to-month,Yes,Credit card,23.57,707.1,Yes
CUST-01266,Male,0,No,Yes,10,Fiber optic,One year,No,Credit card,50.68,531.4,No
CUST-01267,Male,0,No,No,5,No,Month-to-month,Yes,Electronic check,82.15,463.74,Yes
CUST-01268,Female,0,Yes,No,61,Fiber optic,One year,Yes,Credit card,111.12,6778.32,No
CUST-01269,Male,1,Yes,Yes,8,Fiber optic,Two year,No,Bank transfer,54.5,436.0,Yes
CUST-01270,Male,0,Yes,Yes,30,No,One year,Yes,Mailed check,105.72,3171.6,No
CUST-01271,Male,0,No,Yes,48,Fiber optic,One year,Yes,Bank transfer,111.67,5360.16,Yes
CUST-01272,Female,0,No,Yes,36,No,One year,No,Electronic check,20.15,725.4,No
CUST-01273,Female,0,Yes,No,18,No,Two year,No,Electronic check,42.42,763.56,No
CUST-01274,Female,0,Yes,No,7,DSL,Two year,Yes,Electronic check,90.41,632.87,No
CUST-01275,Female,0,Yes,No,51,DSL,Month-to-month,Yes,Electronic check,95.2,4855.2,Yes
CUST-01276,Female,0,Yes,No,35,Fiber optic,One year,No,Bank transfer,58.03,2031.05,No
CUST-01277,Female,0,Yes,Yes,3,No,Month-to-month,No,Credit card,84.99,348.68,Yes
CUST-01278,Male,0,Yes,No,13,DSL,Two year,Yes,Mailed check,80.44,1045.72,No
CUST-01279,Female,0,No,Yes,40,Fiber optic,One year,No,Electronic check,93.46,3755.61,No
CUST-01280,Female,0,No,Yes,12,DSL,Month-to-month,No,Mailed check,91.3,1095.6,Yes
CUST-01281,Female,0,Yes,No,28,Fiber optic,Month-to-month,Yes,Bank transfer,26.76,749.28,Yes
CUST-01282,Male,0,No,No,8,Fiber optic,Month-to-month,No,Credit card,34.14,273.12,Yes
CUST-01283,Female,0,No,Yes,57,DSL,One year,No,Bank transfer,31.54,1797.78,No
CUST-01284,Male,0,No,Yes,45,No,Month-to-month,No,Mailed check,113.11,5089.95,Yes
CUST-01285,Male,1,No,Yes,56,DSL,Month-to-month,No,Bank transfer,111.18,6235.26,No
CUST-01286,Female,0,No,Yes,3,No,Two year,Yes,Electronic check,99.34,351.83,No
CUST-01287,Male,0,Yes,Yes,27,DSL,One year,No,Mailed check,29.91,807.57,No
CUST-01288,Male,0,No,Yes,19,No,Month-to-month,No,Bank transfer,76.58,1455.02,Yes
CUST-01289,Female,0,Yes,Yes,44,Fiber optic,Month-to-month,No,Electronic check,37.1,1632.4,No
CUST-01290,Male,0,No,Yes,59,DSL,Two year,Yes,Electronic check,55.58,3279.22,No
CUST-01291,Female,1,Yes,No,16,DSL,One year,No,Credit card,45.24,777.63,Yes
CUST-01292,Male,0,Yes,Yes,55,DSL,One year,Yes,Electronic check,102.55,5640.25,No
CUST-01293,Male,1,Yes,Yes,41,Fiber optic,Month-to-month,Yes,Electronic check,32.73,1341.93,Yes
CUST-01294,Female,0,Yes,No,59,No,Month-to-month,Yes,Bank transfer,83.91,5023.45,No
CUST-01295,Female,0,Yes,Yes,5,Fiber optic,Month-to-month,No,Mailed check,118.36,614.7,Yes
CUST-01296,Male,0,No,No,71,Fiber optic,One year,No,Credit card,88.08,6253.68,No
CUST-01297,Female,0,No,No,31,Fiber optic,Month-to-month,Yes,Credit card,26.08,816.43,Yes
CUST-01298,Female,0,Yes,No,20,Fiber optic,Month-to-month,No,Credit card,110.6,2212.0,Yes
CUST-01299,Male,0,Yes,Yes,13,Fiber optic,One year,No,Mailed check,83.59,1107.69,Yes
CUST-01300,Female,0,Yes,Yes,70,Fiber optic,Two year,Yes,Credit card,64.54,4543.57,No
CUST-01301,Male,0,Yes,Yes,63,Fiber optic,One year,No,Mailed check,85.29,5373.27,No
CUST-01302,Female,0,No,Yes,9,No,Month-to-month,Yes,Electronic check,107.66,977.7,Yes
CUST-01303,Female,0,No,Yes,32,Fiber optic,Month-to-month,No,Credit card,66.67,2133.44,Yes
CUST-01304,Female,0,Yes,No,52,DSL,Month-to-month,Yes,Bank transfer,72.19,3781.11,Yes
CUST-01305,Female,0,Yes,Yes,42,DSL,Month-to-month,No,Electronic check,64.15,2735.87,No
CUST-01306,Male,0,No,No,13,Fiber optic,Month-to-month,Yes,Credit card,25.4,354.07,Yes
CUST-01307,Male,0,No,No,25,DSL,Month-to-month,Yes,Electronic check,98.28,2457.0,Yes
CUST-01308,Male,0,Yes,Yes,26,No,One year,No,Bank transfer,30.89,849.81,No
CUST-01309,Female,0,No,Yes,20,Fiber optic,Two year,No,Mailed check,58.25,1165.0,Yes
CUST-01310,Female,0,Yes,No,69,Fiber optic,Two year,Yes,Electronic check,57.46,3964.74,No
CUST-01311,Male,1,Yes,Yes,14,Fiber optic,Month-to-month,Yes,Credit card,46.56,651.84,Yes
CUST-01312,Female,0,No,No,50,DSL,Month-to-month,No,Bank transfer,59.06,2953.0,No
CUST-01313,Female,0,No,Yes,65,No,Month-to-month,No,Credit card,81.04,5267.6,Yes
CUST-01314,Female,0,Yes,Yes,57,DSL,Month-to-month,Yes,Bank transfer,49.76,2856.21,Yes
CUST-01315,Male,0,No,Yes,57,Fiber optic,Month-to-month,No,Credit card,35.6,2029.2,Yes
CUST-01316,Female,0,Yes,Yes,11,No,Month-to-month,Yes,Credit card,106.68,1173.48,Yes
CUST-01317,Female,0,No,Yes,9,Fiber optic,One year,Yes,Credit card,117.02,1076.69,Yes
CUST-01318,Male,0,Yes,No,56,No,Month-to-month,No,Bank transfer,64.78,3627.68,Yes
CUST-01319,Male,1,No,Yes,53,Fiber optic,Two year,No,Electronic check,51.36,2742.54,No
CUST-01320,Male,0,No,No,53,No,Month-to-month,No,Mailed check,22.84,1210.52,No
CUST-01321,Male,0,No,Yes,30,Fiber optic,Month-to-month,Yes,Bank transfer,21.76,652.8,No
CUST-01322,Female,0,No,Yes,37,Fiber optic,Month-to-month,Yes,Electronic check,58.07,2178.35,Yes
CUST-01323,Female,0,No,Yes,1,DSL,Month-to-month,No,Electronic check,112.88,160.52,Yes
CUST-01324,Female,1,Yes,Yes,20,DSL,Month-to-month,No,Mailed check,92.53,1855.22,Yes
CUST-01325,Male,0,No,No,38,Fiber optic,Two year,No,Credit card,53.63,2037.94,No
CUST-01326,Female,0,Yes,Yes,9,DSL,Month-to-month,Yes,Mailed check,116.74,1050.66,Yes
CUST-01327,Male,1,No,Yes,9,Fiber optic,Month-to-month,No,Credit card,61.73,587.42,Yes
CUST-01328,Female,0,Yes,No,3,No,One year,No,Credit card,46.23,138.69,No
CUST-01329,Male,0,No,Yes,15,No,Month-to-month,No,Mailed check,61.49,922.35,Yes
CUST-01330,Male,0,Yes,No,71,DSL,One year,Yes,Electronic check,39.58,2810.18,No
CUST-01331,Female,0,No,No,50,No,Month-to-month,Yes,Credit card,108.34,5417.0,No
CUST-01332,Male,0,Yes,No,68,DSL,Two year,No,Credit card,54.84,3729.12,No
CUST-01333,Female,0,Yes,Yes,18,Fiber optic,Month-to-month,Yes,Bank transfer,85.11,1531.98,Yes
CUST-01334,Female,0,Yes,Yes,43,No,Month-to-month,No,Credit card,57.68,2506.28,No
CUST-01335,Female,1,No,No,64,DSL,One year,Yes,Electronic check,109.98,7086.93,No
CUST-01336,Female,0,Yes,Yes,25,DSL,Two year,No,Mailed check,83.52,2088.0,No
CUST-01337,Male,0,Yes,Yes,47,DSL,Month-to-month,Yes,Bank transfer,67.8,3205.05,Yes
CUST-01338,Female,1,Yes,No,49,Fiber optic,One year,Yes,Electronic check,31.48,1596.68,Yes
CUST-01339,Male,0,Yes,Yes,59,No,Month-to-month,Yes,Credit card,110.0,6519.8,Yes
CUST-01340,Female,0,No,No,69,DSL,Month-to-month,Yes,Bank transfer,73.78,5090.82,No
CUST-01341,Male,0,Yes,No,44,DSL,Month-to-month,No,Mailed check,47.08,2071.52,No
CUST-01342,Male,0,Yes,No,41,Fiber optic,One year,No,Electronic check,107.55,4413.6,No
CUST-01343,Female,0,Yes,Yes,62,DSL,Month-to-month,No,Electronic check,23.55,1472.49,Yes
CUST-01344,Male,0,Yes,No,49,Fiber optic,One year,No,Bank transfer,50.04,2456.75,No
CUST-01345,Female,0,No,Yes,26,No,Month-to-month,Yes,Credit card,72.76,1891.76,No
CUST-01346,Female,0,Yes,No,45,Fiber optic,Two year,No,Electronic check,52.66,2369.7,No
CUST-01347,Female,0,Yes,No,39,No,Two year,No,Mailed check,66.63,2619.7,No
CUST-01348,Female,0,No,Yes,16,Fiber optic,Month-to-month,Yes,Bank transfer,44.96,742.9,Yes
CUST-01349,Female,0,No,No,37,No,Month-to-month,No,Mailed check,31.27,1167.03,Yes
CUST-01350,Male,0,Yes,No,44,DSL,Month-to-month,No,Bank transfer,21.76,962.99,No
CUST-01351,Male,0,No,Yes,65,DSL,Two year,Yes,Bank transfer,34.08,2299.16,No
CUST-01352,Male,0,No,Yes,41,Fiber optic,Month-to-month,Yes,Credit card,115.2,4723.2,Yes
CUST-01353,Female,0,Yes,No,11,DSL,Month-to-month,No,Bank transfer,76.69,907.66,Yes
CUST-01354,Male,0,No,Yes,71,No,Month-to-month,No,Bank transfer,67.87,4818.77,No
CUST-01355,Male,0,Yes,Yes,41,Fiber optic,One year,Yes,Mailed check,57.2,2400.65,Yes
CUST-01356,Male,1,Yes,Yes,20,No,Month-to-month,No,Electronic check,90.26,1866.87,Yes
CUST-01357,Male,0,No,No,54,DSL,Month-to-month,No,Electronic check,32.41,1750.14,No
